1	300.0755287	191.293578
2	151.0725076	215.4801223
3	120.0302115	182.4984709
4	62.08459215	222.0764526
5	62.08459215	255.058104
6	6.208459215	283.6422018
7	37.25075529	345.2079511
8	26.90332326	492.5259939
9	0	653.0366972
10	37.25075529	817.9449541
11	223.5045317	930.0825688
12	395.2719033	1000.443425
13	647.7492447	1062.009174
14	1316.193353	1130.171254
15	1492.099698	1147.761468
16	1701.117825	1281.88685
17	2086.042296	1514.957187
18	2259.879154	1567.727829
19	2733.791541	1611.703364
20	3315.317221	1594.11315
21	3582.280967	1519.35474
22	4107.930514	1295.079511
23	4203.126888	1231.314985
24	4453.534743	1189.538226
25	4575.634441	1176.345566
26	4635.649547	1213.724771
27	4627.371601	1176.345566
28	4662.55287	1145.562691
29	4645.996979	982.853211
30	4639.78852	897.1009174
31	4658.413897	835.5351682
32	4683.247734	780.5657492
33	4772.23565	635.4464832
34	4766.02719	558.4892966
35	4795	529.9051988
36	4772.23565	474.9357798
37	4751.540785	389.1834862
38	4691.52568	321.0214067
39	4201.057402	248.4617737
40	3373.26284	191.293578
41	1138.217523	173.7033639
